Timestamp,Coor_X,Coor_Y,Altitud(m),Precisión(m),BSSID,Intensidad_señal(dBm),Etiqueta,Ubicación
20250520_165331,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:bc,-65,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165331,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:bc,-61,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165339,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-75,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165351,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-72,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165403,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-78,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165317,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-72,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165329,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-69,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165317,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-75,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165325,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-74,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165341,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-80,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165406,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-75,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165357,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-77,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165355,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:bc,-75,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165405,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:bc,-75,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165323,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:bc,-76,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165327,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:bc,-77,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165404,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:bc,-73,Caracola del Bloque A Cuarto Piso,Caracola del Bloque A Cuarto Piso
20250520_165434,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-43,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165355,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-44,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165435,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-46,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165440,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-47,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165404,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-49,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165417,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:bc,-52,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165434,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:bc,-50,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165434,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:bc,-48,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165357,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:bc,-49,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165442,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:bc,-44,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165448,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-64,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165414,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-62,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165444,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-59,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165356,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-68,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165431,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-60,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165429,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-61,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165416,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-68,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165431,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-68,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165444,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-64,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165406,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-69,Entrada a la Caracola Bloque A Tercer Piso,Entrada a la Caracola Bloque A Tercer Piso
20250520_165439,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-57,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165420,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-56,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165449,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-60,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165428,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-60,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165501,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-60,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165453,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-55,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165457,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-65,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165419,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-60,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165455,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-64,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165418,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-59,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165509,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-58,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165438,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-64,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165425,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-68,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165511,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-68,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165515,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-64,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165449,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-66,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165435,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-62,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165450,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-67,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165441,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-61,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165420,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-64,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165510,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-53,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165522,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-57,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165501,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-60,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165453,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-54,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165518,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-59,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165457,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-58,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165504,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-65,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165500,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-62,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165430,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-63,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165500,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-61,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165504,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-68,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165500,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-64,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165459,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-61,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165447,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-68,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165429,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-59,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165450,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-69,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165448,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-65,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165517,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-61,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165513,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-62,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165507,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-65,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165526,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ee:d8,-58,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165534,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ee:d8,-54,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165440,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ee:d8,-61,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165527,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ee:d8,-56,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165514,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ee:d8,-52,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165441,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-55,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165514,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-54,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165533,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-59,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165447,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-54,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165451,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:ce:b8,-54,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165448,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-56,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165507,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-61,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165532,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-58,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165504,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-57,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165533,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e1:58,-57,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165503,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:c8:08,-68,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165501,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:c8:08,-58,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165507,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:c8:08,-62,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165457,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:c8:08,-67,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165443,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:c8:08,-68,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165538,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-57,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165452,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-66,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165527,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-58,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165503,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-61,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165542,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-65,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165449,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ee:dc,-73,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165540,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ee:dc,-66,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165511,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ee:dc,-67,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165452,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ee:dc,-68,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165539,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ee:dc,-70,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165524,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-67,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165459,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-71,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165456,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-68,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165522,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-73,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165520,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ec:4c,-74,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165457,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:5c,-79,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165508,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:5c,-78,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165544,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:5c,-73,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165501,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:5c,-72,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165542,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:5c,-78,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165501,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-56,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165504,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-50,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165502,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-50,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165514,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-54,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165544,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-55,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165521,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-58,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165509,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-67,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165539,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-64,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165541,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-67,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165521,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a6:28,-63,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165534,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a5:88,-67,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165515,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a5:88,-70,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165547,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a5:88,-67,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165526,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a5:88,-69,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165545,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d4:a5:88,-62,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165532,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:5c,-69,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165538,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:5c,-68,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165500,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:5c,-65,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165517,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:5c,-65,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165525,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:5c,-69,Caracola Bloque A Tercer Piso,Caracola Bloque A Tercer Piso
20250520_165608,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-45,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165544,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-48,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165608,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-48,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165611,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-46,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165559,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:b8,-42,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165605,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:bc,-52,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165555,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:bc,-49,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165558,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:bc,-47,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165542,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:bc,-45,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165609,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d4:bc,-48,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165621,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-57,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165545,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-51,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165554,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-55,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165614,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-50,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165618,-74.35520333333334,4.8289550000000006,2641.7,2.1,8c:7a:15:d6:c4:58,-52,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
20250520_165557,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e7:b8,-60,Entrada a la Caracola del Bloque A Segundo Piso,Entrada a la Caracola del Bloque A Segundo Piso
